Athens;1.6506888933479786;0.041040272638201716;0.022488464787602424;0.015618976950645447;0.011986161954700947;0.00973005872219801;0.00819044653326273;0.007071984279900789;0.006222433876246214;0.0055549883749336;0.005016697384417057;0.004573367722332478;0.004201879445463419;0.003886128682643175;0.003614346915856004;0.0033780692610889673;0.0031705989968031645;0.002987131755799055;0.0028236650861799715;0.002677071769721806;0.0025449583772569895;0.0024251911090686917;0.002316086390055716;0.0022163873771205546;
Barcelona;2.302308700978756;1.733104116593798;1.457432834431529;1.2728424593806267;1.1204379585882027;0.9841030997534593;0.8567262391249338;0.733391256382068;0.6147702398399512;0.508135144909223;0.42102836320797604;0.3514815556506316;0.29182744895418483;0.23931046202778816;0.19568493589758873;0.1619125803311666;0.1365444144854943;0.11735063667098682;0.10251183683673541;0.0907709114253521;0.08128313130388658;0.0734746182958285;0.06694586388766766;0.061412920554478966;
Brussels;2.4741060925381526;1.5297364222684078;1.1850092895328999;0.9719377016382558;0.7869457442845617;0.6078076418489218;0.4491275799061571;0.3262219743004867;0.2384598245844245;0.1790280431908156;0.138100366906396;0.10922706878877111;0.0886257829011551;0.07369494318429913;0.06261896451802126;0.0541852839690234;0.04759941602657948;0.04233903071976134;0.03805385599844158;0.03450318914838135;0.031517938477918506;0.028975999149094735;0.026787655760667155;0.02488540139581476;
Calais;2.777137925848365;1.9035407043993473;1.5689987279474735;1.3035891256295145;1.0907677779905498;0.9388858769088984;0.8006580318324268;0.6548428284004331;0.5126773708034307;0.38760954746976495;0.2907828548923135;0.221026249229908;0.1722458298318088;0.13836484611965716;0.11445008963346481;0.0970460845855996;0.08394514152314514;0.0737755176378414;0.06567347061354667;0.05907725740689784;0.05360928410664201;0.049007228342816234;0.04508364922367036;0.041701155132614076;
Cherbourg;3.178766116499901;2.5670853294432163;2.1974847242236137;1.9205480739474297;1.6636868752539158;1.4282659813761711;1.2169967219233513;1.030780702829361;0.8637087866663933;0.7089761570096016;0.567337691783905;0.4447081461548805;0.3459690697491169;0.27217468060553074;0.2197476662695408;0.18265165574848652;0.1556503688916564;0.135289641097188;0.11944129969924688;0.10677565634250641;0.09643079806119204;0.08782752975821495;0.08056377060711384;0.07435218524187803;
Cologne;3.079482783873876;2.6791319151719413;2.3381646325190864;2.035126025478045;1.7395660902063053;1.438845304151376;1.1383906230330467;0.8720708265900612;0.6668723486363888;0.5045089373985926;0.37830737854043645;0.2883705260852973;0.22665240118900934;0.18365986521045366;0.15275433411200842;0.12984931220610937;0.11238945772250493;0.09873722555736701;0.087819654494524;0.07891813044746716;0.07153776412208875;0.06532970443367958;0.06004232416550318;0.05548983377714952;
Copenhagen;3.37540864944458;2.274725350240866;1.7565303593873978;1.28847037255764;0.9593261852860451;0.7492316390077273;0.598702147603035;0.4765847971041997;0.3819471237560113;0.3091200068593025;0.24581359326839447;0.19128336136539778;0.1505326529343923;0.12260731930534045;0.1031506930788358;0.08889963291585445;0.07800942535201709;0.06941374236096938;0.06245579912016789;0.05670879067232212;0.05188277643173933;0.047774022755523525;0.04423495754599571;0.04115541372448206;
Geneva;2.665836474299431;1.7589446887373925;1.4922542870044708;1.2757094889879226;1.0694975197315215;0.883422626554966;0.7276853114366532;0.5965860337018967;0.4772890225052834;0.3706694319844246;0.28081643134355544;0.21172195076942443;0.16464506983757018;0.1337445542216301;0.11249404549598693;0.09702572599053383;0.0852560579776764;0.07599370181560516;0.06851039677858353;0.0623362835496664;0.05715430378913879;0.05274267494678497;0.048941494151949885;0.04563213288784027;
Gibraltar;3.1753143072128296;2.7249834537506104;2.543669859568278;2.2056675354639688;1.8527222474416096;1.509879469871521;1.2005587021509807;0.9440959493319193;0.7372648517290751;0.5680494407812754;0.43565090497334796;0.34034885962804157;0.2749307304620743;0.22937542696793875;0.1962953507900238;0.17127764721711478;0.15171627700328827;0.13600959132115045;0.12312331298987071;0.11236364146073659;0.10324636350075404;0.0954243540763855;0.08864180992046992;0.08270622789859772;
Hamburg;2.397497018178304;1.9924896210432053;1.7282929147283237;1.464801010986169;1.187049222489198;0.897098700205485;0.6325335204601288;0.4572628041108449;0.35353105266888935;0.2641256625453631;0.19644174973169962;0.15445192903280258;0.1280380350848039;0.10970637202262878;0.09608593148489793;0.08550252579152584;0.07701198818782966;0.07003396190702915;0.06418968550860882;0.05921883756915728;0.05493728630244732;0.05120930323998133;0.0479340385645628;0.04503326335301002;
Hook of Holland;1.908864814043045;1.2194997549057007;0.9625677211210132;0.7161840415559709;0.5035804355982691;0.40009546938817947;0.34840990067459643;0.29419312650570645;0.23829088327474893;0.1924669811502099;0.15511034948285668;0.12175635541789234;0.0935382638592273;0.07256112950854003;0.058183595864102246;0.04817080367356539;0.0409067630302161;0.035441689658910036;0.03120228215120733;0.027827510610222816;0.025082366866990925;0.022808356070891024;0.020895234262570738;0.01926455311477184;
Lisbon;3.44486927986145;0.549832284450531;0.14040285348892212;0.08801623433828354;0.06473703682422638;0.05136535316705704;0.04263363033533096;0.03646613284945488;0.03187095746397972;0.028310813009738922;0.02546999603509903;0.02314946986734867;0.021217625588178635;0.019583800807595253;0.018183909356594086;0.01697123982012272;0.015910105779767036;0.01497350912541151;0.014141352847218513;0.01339648850262165;0.012726166285574436;0.012119464576244354;0.011567898094654083;0.011064130812883377;
Lyons;2.9845987741763773;2.1168971623365698;1.6160480030454123;1.220868523304279;0.9393443230252999;0.7460378477206597;0.6036168033113847;0.49202296195121914;0.4041024807554025;0.33485039753409535;0.27886376730524576;0.2322278733436878;0.19295421787179434;0.1601510772911402;0.13330339826643467;0.11184698572525612;0.09499050633838543;0.08180554139499481;0.07141906381226502;0.06312655413953158;0.05640243609937338;0.050865937812397115;0.04624203757311289;0.042331040693590276;
Madrid;3.115512156486511;2.069194681942463;1.7325835645198822;1.3541875898838043;0.9249069288372993;0.5386545091867447;0.3364520162343979;0.244140625;0.1928839147090912;0.15923597067594528;0.13460420370101928;0.1152611181139946;0.09971126019954682;0.08719753623008727;0.07710880041122437;0.06890936717391014;0.06216551586985588;0.056546206772327426;0.051804227754473686;0.047755132615566256;0.0442611463367939;0.04121759608387947;0.0385440144687891;0.03617774024605751;
Marseilles;3.5283106863498688;2.3861709386110306;2.1491840556263924;1.8576047793030739;1.5836054719984531;1.331065908074379;1.1010963376611471;0.8973094131797552;0.7205833271145821;0.5685524232685566;0.44115174748003483;0.34163970313966274;0.26973787136375904;0.21936825849115849;0.183451684191823;0.15694058500230312;0.13670379109680653;0.12080772779881954;0.10802038758993149;0.09752853866666555;0.08877583220601082;0.0813705688342452;0.07502950634807348;0.06954279355704784;
Milan;2.94433306530118;2.167499232105911;1.7489548493176699;1.3614669954404235;1.0486573921516538;0.8278601043857634;0.677115177270025;0.5695959245786071;0.48284828243777156;0.4060524608939886;0.33803037693724036;0.2798356064595282;0.23100012331269681;0.19019335159100592;0.1566563753876835;0.12992411735467613;0.10920108272694051;0.09331636200658977;0.08105690544471145;0.07143178512342274;0.06372329196892679;0.05743176210671663;0.052209192188456655;0.04780975403264165;
Munich;3.2738226652145386;2.4348384886980057;1.9941484332084656;1.5490933905045192;1.13738314807415;0.8505233112308714;0.6665144893858168;0.5257060639560223;0.4092954479985767;0.31657712492677903;0.25016668024990296;0.2049646708700392;0.17256283573806286;0.14723739503986305;0.12639342517488533;0.10905982098645634;0.09477436480422814;0.08310996368527412;0.07360225129458639;0.06580987634758155;0.05936169334583812;0.05396620805064837;0.04940016753971577;0.04549498276578055;
Paris;2.9642693742233166;1.9783238523146685;1.6080679222941399;1.2764646651990272;0.9812655172803822;0.7566341639441603;0.5878885848557248;0.4576641706859364;0.35901254327858195;0.2857822718865731;0.2316359020769596;0.1922264888006098;0.1636799188221202;0.14190001720014742;0.12372609173112056;0.1075549067600685;0.09298537594868857;0.0801532611470012;0.06921945512294769;0.06015195659197429;0.05273961489472319;0.04669623920584426;0.04174345172941685;0.037646515185342115;
Rome;3.0046559179371055;2.287506474690004;1.9955124001611362;1.7468389502980493;1.520366751334884;1.3138260556892916;1.1253169429573147;0.951704394410957;0.7927622070366686;0.6509154825048014;0.5278062237934633;0.42317147891629825;0.336512184955857;0.26744197647679935;0.2145450267602097;0.17503447525880553;0.1456250971691175;0.12346614050594243;0.10644943013109943;0.09311187826097012;0.08245230957188389;0.07378085380928083;0.06661423498933966;0.060608124191110786;
Stockholm;2.2280511371791363;1.4671778548508883;1.2394883260130882;1.0449322247877717;0.858767194673419;0.6950556607916951;0.5728816892951727;0.47285787016153336;0.35604922845959663;0.2416858971118927;0.1683348659425974;0.13079559057950974;0.10834789834916592;0.09268162213265896;0.08096873760223389;0.07183568901382387;0.06449884572066367;0.05847025220282376;0.053426595870405436;0.049144523683935404;0.045464043389074504;0.04226714500691742;0.03946517000440508;0.036989718792028725;
Vienna;4.579183896382649;3.1300031344095864;2.818767547607422;2.446565786997477;2.079647699991862;1.7280042966206868;1.4000365336736043;1.1080097556114197;0.8590867718060812;0.6523419221242269;0.4892561137676239;0.37212249636650085;0.2936464548110962;0.24077127377192178;0.20345401763916016;0.17584718267122904;0.1546272188425064;0.13781507313251495;0.12417000780502956;0.11287657916545868;0.10337725778420766;0.09527779370546341;0.08829209953546524;0.08220667392015457;
