Activation;Loss;Ratio;MSE;d_time_mean;a_time_mean;o_time_mean;
elu;crossentropy;85.1063829787234;119.23125;0.017238862812519073;0.06260340064764022;0.013118965923786164;
softplus;crossentropy;86.38743455497382;122.0909090909091;0.026740731615008728;0.11660154082558372;0.011990389679417466;
