softplus;crossentropy;2573.9714575305206;1422.8268959287466;1099.0554043490683;868.1452894577941;684.5658567384113;537.2448740995612;421.8439549704977;332.1896402870396;262.44987418205426;208.25490230022228;166.22673703468723;
elu;crossentropy;2737.722128692119;1101.7723832275717;679.5284492066659;422.7433290797251;262.50071412457964;167.06019735516028;111.80404328004;79.34555863808806;59.41478253435032;46.51591931584852;37.740940707176044;31.50419769738243;26.90073170877753;23.391302055081923;
