Athens;3.8169509172439575;0.5237252141038576;0.49053416152795154;0.39299121002356213;0.412941279510657;0.4197648763656616;0.4417314752936363;0.47836213558912277;0.3782590876022975;0.38125406205654144;0.32594209536910057;0.6753390530745188;0.3075568986435731;0.49586798002322513;0.5195098668336868;
Barcelona;3.510031647980213;0.7899935021996498;0.4842276759445667;0.363265672698617;0.4243607707321644;0.433319715783;0.4559076987206936;0.4945090487599373;0.4771649967879057;0.41982113383710384;0.5432204212993383;0.291797480545938;0.560903750360012;0.35044523514807224;0.4300164710730314;
Hook of Holland;1.6832678640882175;0.539311122149229;0.48835172317922115;0.41490913772334653;0.39482994253436726;0.41061724939694005;0.34343513039251167;0.39854880919059116;0.35656544131537277;0.35792809414366883;0.352443503215909;0.2903447200854619;0.29452094342559576;0.3118548528291285;0.3049154559460779;
Munich;2.319170653820038;0.4926053973344656;0.5333268229777997;0.3793783875612112;0.43124821896736437;0.332716988829466;0.48282588158662504;0.4325644436937112;0.4819719659594389;0.44739292905880856;0.3423065783885809;0.487018047617032;0.4720819592475891;0.41219848967515504;0.41925033124593586;
Paris;2.616819316690618;0.5714662833647295;0.43498540737412195;0.3571451821110465;0.25479665263132617;0.3908093138174577;0.2941069667312232;0.35623600808056916;0.4802621034058658;0.27947190539403394;0.3533884991299022;0.37735268168828706;0.3372323350472884;0.4117289998314597;0.43061299266462977;
Vienna;3.3371029123663902;0.694043193012476;0.42527426593005657;0.4171191956847906;0.49644140526652336;0.40676598995923996;0.4540851265192032;0.3581641837954521;0.4815527908504009;0.33608768973499537;0.4033488444983959;0.5481051728129387;0.4310160353779793;0.4522093194536865;0.3854340137913823;
Calais;3.3556684255599976;0.5513578616082668;0.3881201921030879;0.3080590795725584;0.31600787956267595;0.43355491664260626;0.3927122801542282;0.3302921671420336;0.43334888108074665;0.3622675221413374;0.38480884674936533;0.3997235894203186;0.4322921894490719;0.2643689694814384;0.3605262227356434;
Cherbourg;2.7351620147625604;0.6184465090433756;0.46835998942454654;0.4512839453915755;0.3947080622116725;0.5624301147957643;0.35840389380852383;0.4534083418548107;0.41662657385071117;0.410120307157437;0.4463161900639534;0.3409727436179916;0.4092344678938389;0.3839332734545072;0.46132565786441165;
Gibraltar;3.594924785196781;0.8414418399333954;0.5978341437876225;0.4527466185390949;0.39035214856266975;0.3532257489860058;0.4441768731921911;0.4235616438090801;0.5093327295035124;0.42655791714787483;0.3807386960834265;0.3821006715297699;0.4471496678888798;0.5514973718672991;0.4932351615279913;
Lisbon;3.5509283012813992;0.4483637942208184;0.4120112756888072;0.46874456935458714;0.4858333170413971;0.46760903629991746;0.4441048585706287;0.41085439754856956;0.4476679844988717;0.5078720582856072;0.4826800326506297;0.4367874066034953;0.4859389497174157;0.36293120351102615;0.4170045852661133;
Lyons;1.6084341928362846;0.44304095724454295;0.408256734506442;0.3328128634737088;0.41994803513471896;0.4216540134870089;0.3691642894767798;0.3505094147358949;0.4217154817798963;0.34749517045342004;0.4124926661069577;0.358760774995272;0.3768795348990422;0.29644803846111667;0.3373680839744898;
Rome;5.1645742654800415;1.5245388895273209;0.3960905373096466;0.4449983164668083;0.4868241623044014;0.42703814432024956;0.4546671137213707;0.4745359644293785;0.4766579568386078;0.43720200657844543;0.35694099962711334;0.5828175731003284;0.3562769740819931;0.5151335820555687;0.4095062408596277;
Stockholm;3.1258420017030506;0.6303057140774198;0.5288825432459513;0.5228347877661387;0.559391501877043;0.4872065054045783;0.5393174919817183;0.47811668448978;0.4617363214492798;0.4590080678462982;0.46210453245374894;0.48070456584294635;0.4080747548076842;0.4627523918946584;0.5140437682469686;
Brussels;1.6850845175130027;0.43074992299079895;0.390329693044935;0.4559631596008937;0.4637373416196732;0.48234061683927265;0.40459265205122175;0.4004302961485727;0.403162314423493;0.4420034303551629;0.3788933143729255;0.3907781651332265;0.37833690359478905;0.3297468519636563;0.32621620914765764;
