ZXING;209;0;0;0;1;1;0;0;0;60;
TESSER;0;0;0;0;1;0;1;2;21;246;
CVBD;228;0;0;0;0;1;0;0;1;41;
ZBAR;211;0;0;0;0;3;2;0;0;55;
COND;258;0;0;0;1;1;0;0;0;11;
DETECT;228;0;0;0;0;1;0;0;1;41;
