im_g;271
clahe.apply;0
cv2.equalizeHist;271
saliency.computeSaliency;0
cv2.morphologyEx;0
cv2.morphologyEx;0
cv2.morphologyEx;0
cv2.morphologyEx;0
cv2.morphologyEx;0
cv2.erode;0
cv2.dilate;0
cv2.Sobel;0
cv2.Canny;0
cv2.Laplacian;0
zxing;0
tesser;0
cv_barcode_detector.detectAndDecode;271
zbar;0
