ZXING;13;0;0;0;0;1;0;0;0;31;
TESSER;40;2;2;1;0;0;0;0;0;0;
CVBD;15;0;0;0;1;0;0;0;0;29;
ZBAR;13;0;0;0;0;0;0;0;0;32;
COND;6;0;0;0;0;1;0;0;0;38;
DETECT;18;1;2;0;0;0;0;0;0;24;
