im_g;45
clahe.apply;6
cv2.equalizeHist;4
saliency.computeSaliency;13
cv2.morphologyEx;5
cv2.morphologyEx;5
cv2.morphologyEx;3
cv2.morphologyEx;3
cv2.morphologyEx;2
cv2.erode;3
cv2.dilate;2
cv2.Sobel;18
cv2.Canny;6
cv2.Laplacian;1
zxing;13
tesser;11
cv_barcode_detector.detectAndDecode;9
zbar;12
