1;1.3667313002694685;0.6567351550866778;0.426729445784496;0.2816695524379611;0.1808871087940553;0.1172090346316019;0.07931638149490866;0.056330139766662166;0.04248138424009085;0.033408594597578764;0.02717346993337672;0.022707875282951415;0.01941849691166471;0.016925846454866517;0.01492899105561754;
3;0.9617675921242488;0.2982970171509997;0.16429245589595093;0.0883768032378468;0.05298136494514581;0.03582839496237667;0.026178482680973645;0.02023122538689916;0.01628251750585868;0.013471189316509194;0.011476414480344638;0.009950021137851045;0.00875692670907531;0.007809187705309964;0.007016104246232365;
4;2.0633251443505287;0.7973583663503329;0.4411477775623401;0.2700931079064806;0.17420784554754695;0.11856054336143036;0.08573594301318128;0.06555811401146154;0.052527275014047824;0.04349919113640984;0.036945577012375;0.03203862498048693;0.02816155517939478;0.02511084914052238;0.02257947767308603;
5;3.282760282357534;1.749587282538414;1.2494601259628932;0.9407613674799601;0.6927359849214554;0.49646112819512683;0.3556752714018027;0.2631351910531521;0.19837881873051325;0.15499690361320972;0.12447780308624108;0.10293346829712391;0.08650676564623912;0.0746343107894063;0.06495948322117329;
6;2.9784915695587793;1.3577475200096767;0.8370652310550213;0.5432018687327703;0.36081161846717197;0.2486913496007522;0.17501089815050364;0.12998561452453336;0.10231590084731579;0.08288265842323501;0.07005275615180533;0.05976779875345528;0.052372639222691454;0.04614705126732588;0.04144132734897236;
7;1.9367681883795316;0.777589182174483;0.46660701425876033;0.28820572830303465;0.17747159115970135;0.11441219131310665;0.07821033958908777;0.057021196747501925;0.043353117596314744;0.03421445058247204;0.027704184133082975;0.023095103977031486;0.01961029534293122;0.016938931238296075;0.014894745962391065;
8;3.4221762785544763;2.0499049493899713;1.47400213434146;1.074115630525809;0.7900670812680171;0.5852624430106237;0.4331882848189427;0.3240388408303261;0.24580183166723985;0.190809238415498;0.15197208924935415;0.12625672983435485;0.10582828091887328;0.09071700174648029;0.07940074615180492;
10;1.673233515350148;0.6740418521221727;0.4358455186399321;0.2923497442388907;0.19113863486563787;0.13062237889971584;0.09396328736329451;0.0685367446761423;0.05243597598746419;0.04154101954190992;0.033612432705316074;0.028179377938310306;0.024054899375187233;0.021021451238387574;0.01857163440824176;
11;3.0208933502435684;1.3672802224755287;0.9108092039823532;0.5793664827942848;0.3692904021590948;0.24554233625531197;0.17478912323713303;0.13144035264849663;0.10434094443917274;0.08532351395115256;0.07180580776184797;0.06185190239921212;0.054058575071394444;0.047966714948415756;0.04295440064743161;
12;0.9156773347211512;0.3735185252551578;0.22901086189391973;0.14100163646875635;0.07653180186906339;0.04534466987733092;0.03108045623000515;0.023458962356304063;0.018585797390091773;0.015233767291647382;0.012942917724630158;0.01112697821180949;0.00974021601723507;0.008638852379686125;0.007730782328029531;
13;1.7481109341606498;0.7908149806316942;0.49468122993130237;0.30950116692110896;0.19359276531031355;0.13062785158399493;0.09160168375819921;0.07084006615332328;0.05569576003472321;0.045913792913779616;0.03864447068190202;0.03353763106861152;0.029347349409363233;0.02599835094588343;0.023405662446748465;
17;2.3087224619729176;1.0666765251329966;0.7420190194887775;0.5146384686231613;0.34771390951105524;0.24049614955271995;0.17327661226902688;0.1261723233120782;0.09777096286416054;0.07927357698125499;0.06500648308013167;0.054925864562392235;0.047556646168231964;0.04141037645084517;0.03686166049114296;
18;3.004476603000395;1.142313345786064;0.6282003798311756;0.3785159196103773;0.2397696027351964;0.15798115027287313;0.11020069944882585;0.07956644610291527;0.06107923385476874;0.049387512758614555;0.04072427253929838;0.03476392824743544;0.030129581960218567;0.026521463743260792;0.023695558054192413;
21;1.3345882819090602;0.586348231437362;0.34534169485171634;0.19509638383787012;0.11444456866152133;0.07567190384019562;0.05329996330670617;0.03986798211664074;0.030935102786205596;0.024553633627488813;0.020260976014524756;0.016943842888753297;0.014602344852226617;0.012729812736682961;0.011276693670714105;
23;2.7474630987644195;1.634891386628151;1.0838408452272414;0.688879289329052;0.425821952521801;0.2691829627752304;0.18067240387201308;0.12990858316421508;0.09862422436475754;0.07839779779314995;0.06417296469211578;0.05413943879306316;0.04646856635808945;0.04066127598285675;0.035982136204838755;
24;3.200279817978541;1.3237172444661458;0.8698367983102798;0.5866146514813105;0.39184415638446807;0.26934333393971127;0.19235693862040837;0.14338057215015093;0.11107813343405723;0.08836052107314268;0.07248704445858796;0.0607920507589976;0.052044591928521795;0.04529395264883836;0.0400270001962781;
25;3.749853801727295;2.427688384056091;1.7133854985237122;1.237390947341919;0.8892088532447815;0.63704794049263;0.46127758324146273;0.34035371243953705;0.2653760552406311;0.20970332771539688;0.1728819265961647;0.1451556771993637;0.12491617500782012;0.10859064385294914;0.09648071900010109;
29;3.6736075282096863;2.310289591550827;1.5656035989522934;0.9976529330015182;0.6079076901078224;0.3839526101946831;0.26954225823283195;0.20077427476644516;0.16071308963000774;0.13204289227724075;0.11162007972598076;0.09701846539974213;0.0849144384264946;0.07607070077210665;0.06819645967334509;
