Athens;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;23.02585220336914;
Calais;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;36.94680202708525;
Cologne;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;23.025851694742837;
Copenhagen;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;19.775021076202393;
Gibraltar;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;29.81888062613351;
Hamburg;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;19.775020837783813;
Hook of Holland;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;29.818880716959637;
Madrid;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;
Marseilles;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;26.376847902933758;
Paris;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;29.818880754358627;
Vienna;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;
Barcelona;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;19.775020772760566;
Brussels;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;26.37684836754432;
Cherbourg;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;16.635532167222763;
Geneva;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;16.63553217837685;
Lisbon;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;23.025851821899415;
Lyons;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;13.621371044832117;
Milan;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;
Rome;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;16.63553237915039;
Stockholm;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;23.025852012634278;
Munich;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;19.77502074608436;
