ZXING;51;0;0;0;1;0;0;0;0;23;
TESSER;0;0;0;0;0;0;1;2;5;67;
CVBD;50;0;0;0;0;1;0;0;0;24;
ZBAR;51;0;0;0;0;1;0;0;0;23;
COND;67;0;0;0;1;0;0;0;0;7;
DETECT;0;0;0;0;0;0;0;0;0;75;
