ZXING;TESSER;CVBD;ZBAR;COND;DETECT;
0.02488422393798828;0.45766615867614746;0.014627695083618164;0.22527694702148438;0.5091261863708496;0.5113227367401123;
0.023999452590942383;0.25782299041748047;0.014456748962402344;0.2158060073852539;0.021881580352783203;0.28028178215026855;
0.023901700973510742;0.38346338272094727;0.00716400146484375;0.21643400192260742;0.02102804183959961;0.38240885734558105;
0.021925926208496094;0.6500251293182373;0.01123356819152832;0.21990966796875;0.0242159366607666;0.6676304340362549;
0.02273273468017578;0.5017402172088623;0.011260747909545898;0.2044661045074463;0.02053046226501465;0.5256361961364746;
0.023308992385864258;0.4326193332672119;0.012820720672607422;0.2406013011932373;0.02202773094177246;0.4499232769012451;
0.025235652923583984;0.48786354064941406;0.01248025894165039;0.2199845314025879;0.021222352981567383;0.5079364776611328;
0.02565288543701172;0.3279287815093994;0.011499166488647461;0.2908296585083008;0.020680665969848633;0.36105823516845703;
0.024011611938476562;0.3457672595977783;0.00876927375793457;0.25107693672180176;0.020740509033203125;0.3665761947631836;
0.021869421005249023;0.30667877197265625;0.012143135070800781;0.21838688850402832;0.021194934844970703;0.30840206146240234;
0.02180027961730957;0.23425626754760742;0.02052021026611328;0.200242280960083;0.45848703384399414;0.24457359313964844;
0.02183818817138672;0.3023364543914795;0.011056900024414062;0.1773543357849121;0.5204300880432129;0.32964062690734863;
0.023625612258911133;0.30490708351135254;0.014377117156982422;0.2880706787109375;0.023241281509399414;0.34581780433654785;
0.024027109146118164;0.2858421802520752;0.010127782821655273;0.2002732753753662;0.023140668869018555;0.3011302947998047;
0.025290489196777344;0.9036469459533691;0.010286331176757812;0.23774313926696777;0.022244930267333984;0.9022092819213867;
0.023310422897338867;0.26715826988220215;0.014819622039794922;0.20902347564697266;0.03154802322387695;0.2754085063934326;
0.021067380905151367;0.6305825710296631;0.012237548828125;0.19272899627685547;0.022098064422607422;0.6360263824462891;
0.026091575622558594;0.2671027183532715;0.011133432388305664;0.22538495063781738;0.022245168685913086;0.27153778076171875;
0.022574186325073242;0.2748832702636719;0.011699199676513672;0.18371033668518066;0.31129026412963867;0.2866637706756592;
0.021170616149902344;0.2480762004852295;0.009536027908325195;0.19264984130859375;0.4658346176147461;0.2514028549194336;
0.025490999221801758;0.5800249576568604;0.015855789184570312;0.17825531959533691;0.023073196411132812;0.6070713996887207;
0.02459120750427246;0.33797502517700195;0.008104085922241211;0.26125359535217285;0.022304773330688477;0.346698522567749;
0.023397445678710938;0.3169586658477783;0.011636018753051758;0.22221708297729492;0.024246931076049805;0.33184123039245605;
0.022599458694458008;0.3387107849121094;0.01474142074584961;0.22119736671447754;0.36542654037475586;0.3350214958190918;
0.023537158966064453;0.36116838455200195;0.011345148086547852;0.14190363883972168;0.5262253284454346;0.34867262840270996;
0.02224588394165039;0.44602274894714355;0.010410547256469727;0.19423389434814453;0.022063493728637695;0.4394681453704834;
0.027216196060180664;0.3084414005279541;0.01221466064453125;0.2204735279083252;0.3404195308685303;0.3314387798309326;
0.024383544921875;0.43873119354248047;0.007429599761962891;0.2053062915802002;0.02338695526123047;0.45578885078430176;
0.0212552547454834;0.2653369903564453;0.018004417419433594;0.19806694984436035;0.02402043342590332;0.2740905284881592;
0.023102760314941406;0.35594820976257324;0.009257793426513672;0.20569133758544922;0.023784875869750977;0.3568422794342041;
0.021790027618408203;0.3034639358520508;0.011632680892944336;0.16695165634155273;0.021144628524780273;0.318678617477417;
0.02225327491760254;0.7322707176208496;0.011432886123657227;0.22141432762145996;0.022783517837524414;0.7598249912261963;
0.025752544403076172;0.5215082168579102;0.011339187622070312;0.20062875747680664;0.023741722106933594;0.5424354076385498;
0.023592233657836914;0.2864725589752197;0.012860536575317383;0.20874714851379395;0.023142337799072266;0.3064696788787842;
0.023397207260131836;0.30539631843566895;0.015258550643920898;0.19088459014892578;0.33258509635925293;0.3296506404876709;
0.024303197860717773;0.30199337005615234;0.012914419174194336;0.20661544799804688;0.02498030662536621;0.30854249000549316;
0.022010087966918945;0.40261054039001465;0.013434171676635742;0.2169032096862793;0.023302793502807617;0.41743946075439453;
0.022284984588623047;0.29778456687927246;0.012954235076904297;0.1694803237915039;0.02159571647644043;0.30664920806884766;
0.023355484008789062;0.3837268352508545;0.01150965690612793;0.22346758842468262;0.021964073181152344;0.4007101058959961;
0.02308511734008789;0.4524996280670166;0.006897449493408203;0.13739299774169922;0.6120100021362305;0.4621915817260742;
0.02245354652404785;0.2874171733856201;0.020328283309936523;0.20181798934936523;0.5222592353820801;0.30083394050598145;
0.0231168270111084;0.3425595760345459;0.010477066040039062;0.24075794219970703;0.6195268630981445;0.35639476776123047;
0.02395319938659668;0.38829946517944336;0.013536930084228516;0.21770024299621582;0.022621870040893555;0.3988044261932373;
0.02154231071472168;0.3509786128997803;0.013247489929199219;0.20044732093811035;0.020579814910888672;0.356748104095459;
0.02272796630859375;0.7145907878875732;0.006105661392211914;0.1998291015625;0.9683845043182373;0.731654167175293;
0.02332162857055664;0.2743866443634033;0.014449596405029297;0.17467832565307617;0.4836311340332031;0.2888679504394531;
0.02197861671447754;0.2311570644378662;0.014950037002563477;0.19313788414001465;0.45738983154296875;0.24409699440002441;
0.020838022232055664;0.3461284637451172;0.014206409454345703;0.1928873062133789;0.3715980052947998;0.3491511344909668;
0.022192001342773438;0.35899877548217773;0.013697385787963867;0.22019147872924805;0.40030765533447266;0.3777167797088623;
0.020589351654052734;0.6887850761413574;0.012372970581054688;0.16716361045837402;0.021770238876342773;0.7036259174346924;
0.02250981330871582;0.6135828495025635;0.0092010498046875;0.28607678413391113;0.022264957427978516;0.6533987522125244;
0.02255415916442871;0.568120002746582;0.00659942626953125;0.2201061248779297;0.022955894470214844;0.5699074268341064;
0.02631354331970215;0.6961195468902588;0.012007951736450195;0.20112228393554688;0.023555994033813477;0.717609167098999;
0.024652957916259766;0.24200820922851562;0.01409149169921875;0.20114612579345703;0.02147817611694336;0.25614047050476074;
0.021104812622070312;0.8886840343475342;0.006654500961303711;0.26540589332580566;0.022325515747070312;0.8775749206542969;
0.02101922035217285;0.5476720333099365;0.012645244598388672;0.3452329635620117;0.022054672241210938;0.5564186573028564;
0.0217897891998291;0.30971288681030273;0.017377614974975586;0.17825913429260254;0.33861422538757324;0.3383934497833252;
0.02391338348388672;0.2819676399230957;0.013152122497558594;0.2138822078704834;0.5223367214202881;0.30296850204467773;
0.024669408798217773;0.5549993515014648;0.00845956802368164;0.222548246383667;0.02266407012939453;0.5830068588256836;
0.02268242835998535;0.2840099334716797;0.009923696517944336;0.19545936584472656;0.021243810653686523;0.2915217876434326;
0.02342700958251953;0.3004593849182129;0.009492158889770508;0.2085416316986084;0.023160696029663086;0.31671595573425293;
0.026888608932495117;0.392810583114624;0.01439666748046875;0.1638181209564209;0.023514270782470703;0.4040210247039795;
0.023325681686401367;0.6060066223144531;0.013813495635986328;0.20583295822143555;0.02265453338623047;0.6136479377746582;
0.022446155548095703;0.36154603958129883;0.009348630905151367;0.23858928680419922;0.020478487014770508;0.3609902858734131;
0.021991491317749023;0.558556318283081;0.012507915496826172;0.19826292991638184;0.020516633987426758;0.5778408050537109;
0.023382902145385742;0.2679107189178467;0.012830257415771484;0.20506644248962402;0.30355143547058105;0.27791714668273926;
0.021747350692749023;0.4369359016418457;0.01036524772644043;0.15838003158569336;0.022197961807250977;0.4409327507019043;
