ZXING;59;0;0;0;0;0;0;0;0;26;
TESSER;0;0;0;0;0;0;1;1;8;75;
CVBD;57;0;0;0;0;0;0;0;0;28;
ZBAR;63;0;0;0;0;1;0;0;0;21;
COND;76;0;0;0;0;0;0;0;0;9;
DETECT;0;0;0;0;0;0;1;1;8;75;
