71;0;0;0;1;0;0;0;0;33;
0;0;0;0;0;0;1;2;8;94;
0;0;0;0;0;0;0;0;0;105;
76;0;0;0;0;1;0;0;0;28;
90;0;0;0;1;1;0;0;0;13;
93;0;0;0;1;0;0;0;0;11;
