71;0;0;0;1;0;0;0;0;33;
0;0;0;0;0;0;1;2;8;94;
0;0;0;0;0;0;0;0;0;105;
76;0;0;0;0;1;0;0;0;28;
91;0;0;0;1;0;0;0;0;13;
91;0;0;0;1;0;0;0;0;13;
