186;0;0;0;0;1;0;0;0;39;
0;0;0;0;1;0;0;1;18;206;
0;0;0;0;0;0;0;0;0;226;
181;0;0;0;0;5;2;0;1;37;
193;0;0;0;0;2;1;0;1;29;
223;0;0;0;0;1;0;0;0;2;
