257;0;0;0;1;1;0;0;0;72;
0;0;0;0;1;0;1;3;26;300;
0;0;0;0;0;0;0;0;0;331;
257;0;0;0;0;6;2;0;1;65;
287;0;0;0;1;1;0;0;0;42;
316;0;0;0;1;1;0;0;0;13;
