ZXING;41;0;0;0;0;0;0;0;0;19;
TESSER;0;0;0;0;0;0;0;0;7;53;
CVBD;44;0;0;0;0;0;0;0;0;16;
ZBAR;43;0;0;0;0;1;0;0;0;16;
COND;53;0;0;0;0;0;0;0;0;7;
DETECT;42;0;0;0;0;0;0;0;0;18;
