logsigmoid;softmargin;82.66167189352046;82.21729306727619;81.78713647885023;81.37132787173918;80.97078675504937;80.58669996927534;80.2194293926073;79.86817906423347;79.53179401673299;79.20946420195774;78.90078793859719;78.60553830660558;78.32344725487248;78.0540978406307;77.79692705697029;
celu;crossentropy;239.31862670817839;104.76737834698719;64.59939691652136;41.4726887219452;27.032162981647403;18.210180903821087;12.882554411108732;9.59026125882158;7.465644407532882;6.029110622609187;5.014613834787414;4.269663290646089;3.7038308828774644;3.2615936068033533;2.907591322443976;
selu;crossentropy;239.34876846801515;98.82089367355954;56.439450972845;32.66449762317651;19.59637777250963;12.57280827928307;8.719846937219897;6.476860986577376;5.090475422624357;4.167612010624559;3.5149281882068175;3.02987506727417;2.6565787751498875;2.361393242681122;2.1226217518892407;
rrelu;crossentropy;241.65653914419332;112.8992792515903;71.38024127380017;46.96424065874535;31.542410977754688;21.760629998612057;15.517339665144005;11.501764958983633;8.849609612107598;7.065105110059668;5.803732744409493;4.892020282265059;4.2054103976473085;3.6772262836168768;3.2566155722607033;
celu;bcewithlogits;308.77214473756857;66.35380330686274;40.976690410564686;36.97648558539654;35.976621929690346;35.47582217381506;35.15633508661005;34.92989028727642;34.75922744496181;34.625185864243136;34.51668957752259;34.42681778948415;34.35099367428715;34.28605639902792;34.2297450154211;
hardshrink;crossentropy;261.9631347848956;113.57216719857428;68.90941996586658;45.23358904507198;30.23933479067809;20.33937453421219;14.903906012530275;11.15523739090553;8.783622251157933;6.941526154518018;5.938807359784421;4.982195436431649;4.259043886497562;3.678663142412509;3.462973828254688;
mish;mse;363.8432047506847;6.706341194972333;6.195476143646832;5.811651020084836;5.508830115339591;5.258846041383574;5.043835899172612;4.853882342870949;4.685001909330446;4.535401122385977;4.4020557479536215;4.281451500197401;4.1711150445840115;4.06946274083053;3.9753233814586797;
relu;crossentropy;247.41315611189344;112.97968024202459;71.35064732327281;47.180679245214804;31.56964661481142;21.64224428044426;15.364997729855393;11.363358977435063;8.744394534799675;6.97238378809758;5.730225844994376;4.834609078634917;4.159891122693053;3.6400876920768734;3.228633547268304;
softplus;crossentropy;253.55740282872543;151.1743151732382;120.8002126069281;98.40001288654726;79.2235365176306;63.337270077596436;50.59905078386503;40.71775378275585;32.945851920400436;26.68436569148605;21.652304627062524;17.643535605400707;14.45632704435596;11.908184955787155;9.873184553618037;
leakyrelu;crossentropy;240.0312378161495;110.79177636547578;70.19354786321793;45.945084380169256;30.494513306397224;20.74699092459571;14.640135269140375;10.806440035222883;8.341535907828984;6.698922092346381;5.543720508608925;4.705476249327426;4.06973763002052;3.5754826349138282;3.181792837336549;
silu;crossentropy;254.8532858060521;128.14034262217237;87.31947070804866;62.22215599069883;44.90176765229196;32.552463439567425;23.801473571497603;17.689809015604443;13.440838339244207;10.473543587301553;8.377394752380201;6.869229031502682;5.7584831326911665;4.919659969498389;4.270673154452821;
silu;mse;208.5286251913212;5.175323920380717;4.796186463928082;4.5379918257799305;4.330013681698837;4.154340975581161;4.002047595026813;3.8675289956510426;3.7471168801039183;3.63833253541212;3.5394029888318235;3.4489639707583004;3.3659044505310867;3.289298261234959;3.218370338017804;
elu;crossentropy;223.7839967770579;97.21484760447724;60.41945854398153;38.96809046245153;25.572184235839515;17.32490151003242;12.283981322854734;9.1477413052972;7.121046243906907;5.7507571011475225;4.783073445080849;4.072398158052311;3.532529808168125;3.1105629899828355;2.772785584363064;
selu;smoothl1;286.92635906648866;63.27724730628216;41.72419381594686;32.70819136261268;29.81758931143762;27.9898409710456;27.79342530852023;28.054879161029966;28.24255360988999;28.038997309246255;28.083229191933256;27.712470898584964;28.286683396936716;27.71271612568319;28.065569834620337;
selu;huber;273.9320774488522;58.12257341166034;36.225938941691844;29.586724095123227;27.224915808869852;26.411771110722512;26.19565609571177;26.636293308633967;26.731306257429576;27.09959296785286;26.89955512190166;27.826816600326627;27.32334707113637;26.79698170884485;26.943214057938935;
celu;smoothl1;262.43435069204196;42.66071257849809;18.63243664522781;10.7878792964831;8.641268998279427;7.694953475300947;7.050345415844574;6.571361666438185;6.202304628017091;5.908645124217105;5.665188107856055;5.456024405293625;5.271598137675851;5.106199245058113;4.956012692912895;
elu;l1;328.8443317780789;73.175671330113;44.00193347277083;36.82849129464484;33.721885093179374;32.27408770346635;31.531095434744806;31.404968672136572;31.33237481671894;31.488319432968456;32.14044507525897;31.786618015772447;32.61180390951901;32.59319967299748;32.84390797999448;
